checkpoint,step,loss,ce,kl,teacher_forced_semantic_top1,teacher_forced_acoustic_top1,teacher_forced_book0_top1,teacher_forced_book1_top1,teacher_forced_book2_top1,teacher_forced_book3_top1,teacher_forced_book4_top1,teacher_forced_book5_top1,teacher_forced_book6_top1,teacher_forced_book7_top1,semantic_top1,acoustic_top1,book0_top1,book1_top1,book2_top1,book3_top1,book4_top1,book5_top1,book6_top1,book7_top1,teacher_forced_semantic_top5,teacher_forced_acoustic_top5,teacher_forced_book0_top5,teacher_forced_book1_top5,teacher_forced_book2_top5,teacher_forced_book3_top5,teacher_forced_book4_top5,teacher_forced_book5_top5,teacher_forced_book6_top5,teacher_forced_book7_top5,semantic_top5,acoustic_top5,book0_top5,book1_top5,book2_top5,book3_top5,book4_top5,book5_top5,book6_top5,book7_top5
v4,0,3.986000660526959,3.5133882065039836,1.8904498484782402,0.4324111497471098,0.18439048307184144,0.4324111497471098,0.27076747651734107,0.24484058887283236,0.19359645953757226,0.1666676074783237,0.15485289468930635,0.1412656927384393,0.11874266166907514,0.4323518786127168,0.07301316706234517,0.4323518786127168,0.14728312409682082,0.13001264450867053,0.09464753432080925,0.06576273482658959,0.034236136199421965,0.021447683345375723,0.017702312138728325,0.8056301932803468,0.44574352614058627,0.8056301932803468,0.607994829299133,0.5607021089234104,0.47045475072254334,0.41592248464595377,0.3901395411849711,0.36069025469653176,0.3143007135115607,0.8056245484104047,0.19918971924029727,0.8056245484104047,0.3593806448699422,0.33387712247109824,0.2624892747471098,0.1951657333815029,0.10899961614884393,0.07360345917630058,0.06081218388728324
