checkpoint,step,loss,ce,kl,semantic_top1,acoustic_top1,book0_top1,book1_top1,book2_top1,book3_top1,book4_top1,book5_top1,book6_top1,book7_top1,semantic_top5,acoustic_top5,book0_top5,book1_top5,book2_top5,book3_top5,book4_top5,book5_top5,book6_top5,book7_top5
v2,0,5.264427978868429,4.633111523755024,2.5252658480164634,0.42856699331647397,0.07623598459434351,0.42856699331647397,0.11953012102601156,0.12566327221820808,0.10014846007947976,0.08067365877890173,0.047041523663294796,0.032971685332369945,0.027623171062138727,0.8017606349349711,0.2198269605439719,0.8017606349349711,0.3313820899566474,0.3392849078757225,0.282198338150289,0.2366639947615607,0.14847136921965318,0.10801458634393063,0.0927734375
