checkpoint,step,loss,ce,kl,semantic_top1,acoustic_top1,book0_top1,book1_top1,book2_top1,book3_top1,book4_top1,book5_top1,book6_top1,book7_top1,semantic_top5,acoustic_top5,book0_top5,book1_top5,book2_top5,book3_top5,book4_top5,book5_top5,book6_top5,book7_top5
v1,0,5.335348272599237,4.69414734151322,2.564803742259913,0.41079412030346824,0.07179629438480595,0.41079412030346824,0.11281554822976879,0.11933255057803469,0.09355525198699421,0.07542392973265896,0.044690435332369945,0.030885905888728325,0.025870438945086706,0.784351856033237,0.20970651514760527,0.784351856033237,0.3174138592846821,0.3259601923771676,0.2671321802745665,0.22516257225433525,0.14135318822254336,0.10266889450867052,0.08825471911127168
