checkpoint,step,loss,ce,kl,teacher_forced_semantic_top1,teacher_forced_acoustic_top1,teacher_forced_book0_top1,teacher_forced_book1_top1,teacher_forced_book2_top1,teacher_forced_book3_top1,teacher_forced_book4_top1,teacher_forced_book5_top1,teacher_forced_book6_top1,teacher_forced_book7_top1,semantic_top1,acoustic_top1,book0_top1,book1_top1,book2_top1,book3_top1,book4_top1,book5_top1,book6_top1,book7_top1,teacher_forced_semantic_top5,teacher_forced_acoustic_top5,teacher_forced_book0_top5,teacher_forced_book1_top5,teacher_forced_book2_top5,teacher_forced_book3_top5,teacher_forced_book4_top5,teacher_forced_book5_top5,teacher_forced_book6_top5,teacher_forced_book7_top5,semantic_top5,acoustic_top5,book0_top5,book1_top5,book2_top5,book3_top5,book4_top5,book5_top5,book6_top5,book7_top5
v4,0,3.9857752571216207,3.5132341522701904,1.8901644841783998,0.4325917855852601,0.18444612536127167,0.4325917855852601,0.2706828034682081,0.24494501896676302,0.19366702041184972,0.16673252348265896,0.154985549132948,0.14121771134393063,0.11889225072254335,0.4325917855852601,0.07302002154727498,0.4325917855852601,0.14742424584537572,0.13039649566473988,0.09439633760838151,0.06561314577312138,0.034236136199421965,0.021447683345375723,0.01762610639450867,0.806008399566474,0.44578586266515274,0.806008399566474,0.6079270908598265,0.560775492232659,0.47045757315751446,0.4161285223988439,0.3901141392702312,0.3607805726156069,0.3143176481213873,0.806008399566474,0.1992622961395541,0.806008399566474,0.35946814035404623,0.3338545429913295,0.2625598356213873,0.19535483652456648,0.1087173726517341,0.0735611226517341,0.06132022218208093
