checkpoint,step,loss,ce,kl,semantic_top1,acoustic_top1,book0_top1,book1_top1,book2_top1,book3_top1,book4_top1,book5_top1,book6_top1,book7_top1,semantic_top5,acoustic_top5,book0_top5,book1_top5,book2_top5,book3_top5,book4_top5,book5_top5,book6_top5,book7_top5
v3,0,5.2573912129925855,4.627190713937572,2.520801978304207,0.430692286849711,0.07668555816473989,0.430692286849711,0.12056313222543352,0.1263039649566474,0.10004402998554913,0.08189859555635838,0.04756085169797688,0.032635815570809246,0.027792517160404623,0.8055003612716763,0.22055877761147813,0.8055003612716763,0.332719924132948,0.33935546875,0.2839905843569364,0.2379990065028902,0.14895682803468208,0.1080738574783237,0.09281577402456648
